FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
543613.txt,https://www.stefanostsakiris.com,31,www.stefanostsakiris.com,24,0,com,100.0,1.0,0.5229071,0.063317466,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,332,286,1,stefanostsakiris,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2,7,22,0,21,1
159608.txt,https://www.servindi.org,23,www.servindi.org,16,0,org,100.0,1.0,0.0799628,0.05969446,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,779,5770,1,servindi,100.0,100.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,48,7,14,86,3,28,1
8102105.txt,https://johnrich.ml/hype/verifica/anomalia,42,johnrich.ml,11,0,ml,35.51161641,1.0,0.0001306,0.056620745,2,0,0,0,0.0,30,0.714,0,0.0,0,0,0,4,0.095,1,9,93,1,johnrichhypeverificaanomalia,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
463463.txt,https://www.sjcounty.net,23,www.sjcounty.net,16,0,net,100.0,1.0,0.0384199,0.054168544,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1426,17779,1,sjcounty,100.0,100.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,23,17,68,1,13,1
mw1jan1199.txt,http://www.mygov3-au.top,23,www.mygov3-au.top,17,0,top,56.72020287,0.777777778,0.0002752,0.048879992,3,1,0,0,0.0,9,0.391,1,0.043,0,0,0,2,0.087,0,16,200,1,mygov3-au,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402282.txt,https://www.yourstephenvilletx.com,33,www.yourstephenvilletx.com,26,0,com,100.0,1.0,0.5229071,0.054474088,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1266,23145,1,yourstephenvilletx,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,13,12,24,98,6,107,1
636571.txt,https://www.theathomeexperience.com,34,www.theathomeexperience.com,27,0,com,100.0,1.0,0.5229071,0.06668021,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,558,1350,1,theathomeexperience,100.0,100.0,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,0,1,3,7,11,22,0,2,1
624969.txt,https://www.melaniemasonauthor.com,33,www.melaniemasonauthor.com,26,0,com,100.0,1.0,0.5229071,0.06884187,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,585,1350,1,melaniemasonauthor,100.0,100.0,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,0,0,11,16,12,17,1,3,1
25450.txt,https://www.crosswalk.com,24,www.crosswalk.com,17,0,com,100.0,1.0,0.5229071,0.061364577,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2645,610,1,crosswalk,100.0,100.0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,162,0,12,125,8,159,1
681327.txt,https://www.joeywelz.com,23,www.joeywelz.com,16,0,com,100.0,1.0,0.5229071,0.053460163,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2546,812,1,joeywelz,100.0,100.0,0,1,1,0,0,1,0,5,0,0,0,0,0,1,1,0,1,17,2,3,21,0,28,1
oph08731.txt,https://sncm.i0821.cn/,22,sncm.i0821.cn,13,0,cn,56.59863946,0.9,0.0033218,0.040741374,2,1,0,0,0.0,7,0.318,4,0.182,0,0,0,3,0.136,1,8,388,1,sncmi0821,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
222551.txt,https://www.finder-lbs.com,25,www.finder-lbs.com,18,0,com,100.0,0.7,0.5229071,0.055809106,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,2744,9876,1,finder-lbs,100.0,100.0,1,1,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1,82,26,29,1,0,114,1
741997.txt,https://www.osci.kr,18,www.osci.kr,11,0,kr,100.0,1.0,0.0022733,0.062016,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,17737,14471,1,osci,100.0,100.0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,1,0,1,126,44,85,41,2,57,1
566157.txt,https://www.slpatoz.com,22,www.slpatoz.com,15,0,com,100.0,1.0,0.5229071,0.060282021,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2112,8047,1,slpatoz,100.0,100.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,127,26,26,97,0,149,1
8035720.txt,https://conetgut-ytey.web.app/,29,conetgut-ytey.web.app,21,0,app,61.49247578,0.529411765,0.001502,0.051053337,3,1,0,0,0.0,18,0.621,0,0.0,0,0,0,3,0.103,1,108,8125,1,conetgut-yteyweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8098307.txt,https://j27973.wixsite.com/my-site,34,j27973.wixsite.com,18,0,com,54.54744686,0.928571429,0.5229071,0.042184505,3,1,0,0,0.0,17,0.5,5,0.147,0,0,0,4,0.118,1,64,151,1,j27973wixsitemy-site,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
8133570.txt,https://help-meta-id-201669076.web.app/,39,help-meta-id-201669076.web.app,30,0,app,36.02867384,0.538461538,0.001502,0.03313103,3,1,0,0,0.0,16,0.41,9,0.231,0,0,0,6,0.154,1,36,115,1,help-meta-id-201669076web,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,1,0
94580.txt,https://www.lulea.se,19,www.lulea.se,12,0,se,100.0,1.0,0.0040185,0.057382635,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1116,4670,1,lulea,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,9,18,15,76,2,43,1
mw79227.txt,http://www.2all.de,17,www.2all.de,11,0,de,76.53061224,1.0,0.0326503,0.039909451,2,1,0,0,0.0,4,0.235,1,0.059,0,0,0,1,0.059,0,11,71,1,2all,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405722.txt,https://www.maxaroma.com,23,www.maxaroma.com,16,0,com,100.0,1.0,0.5229071,0.071137003,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,41447,88059,1,maxaroma,100.0,100.0,1,0,1,1,0,1,0,26,0,1,1,1,1,1,1,0,1,89,433,30,855,0,969,1
432697.txt,https://www.richardbarrow.com,28,www.richardbarrow.com,21,0,com,100.0,1.0,0.5229071,0.060853983,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,557,9381,1,richardbarrow,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,18,20,34,93,0,107,1
117631.txt,https://www.image.ie,19,www.image.ie,12,0,ie,100.0,1.0,0.0015878,0.064597586,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,645,9297,1,mage,80.0,80.0,1,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,1,78,9,13,194,0,187,1
426523.txt,https://www.yunusekim.com,24,www.yunusekim.com,17,0,com,100.0,1.0,0.5229071,0.054201398,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,502,258,1,yunusekim,100.0,100.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,21,1,4,11,10,23,1
8129416.txt,https://btinternet-100417.weeblysite.com/,41,btinternet-100417.weeblysite.com,32,0,com,50.28409091,0.607142857,0.5229071,0.04781476,3,1,0,0,0.0,23,0.561,6,0.146,0,0,0,4,0.098,1,273,19930,1,btinternet-100417weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
85391.txt,https://www.wetheeconomy.com,27,www.wetheeconomy.com,20,0,com,100.0,1.0,0.5229071,0.067433456,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,343,639,1,wetheenomy,0.0,0.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,6,1,26,9,4,12,1
737454.txt,https://www.surastronomico.com,29,www.surastronomico.com,22,0,com,100.0,1.0,0.5229071,0.071352265,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,272,302,1,surastronomi,85.71428571,85.71428571,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23,2,10,40,0,12,1
435867.txt,https://www.pinoyexchange.com,28,www.pinoyexchange.com,21,0,com,100.0,1.0,0.5229071,0.058915679,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1256,11886,1,pinoyexchange,100.0,100.0,1,0,1,0,0,1,0,7,0,1,1,0,0,1,1,1,1,19,21,94,179,0,126,1
8114287.txt,https://paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&amp;dispatch=2e4a4a9c5c0ed2c6c6c7d79547e2515be0e6ab23&amp;session=ba76af5292923488737b43395344f279,186,paypal-support.com.desenvolvedortheosbank.com.br,48,0,br,10.21392113,0.511111111,0.0094423,0.040531083,2,3,0,0,0.0,112,0.602,49,0.263,3,1,0,13,0.091,1,73,199,1,paypal-supportcomdesenvolvedortheosbankcomloginphp?cmd=_account-details&amp;dispatch=2e4a4a9c5c0ed2c6c6c7d79547e2515be0e6ab23&amp;session=ba76af5292923488737b43395344f279,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,2,0,5,0,0
7820827.txt,http://sindemail.com/1bc030ebcf8486e/finish.html,47,sindemail.com,13,0,com,28.36280488,1.0,0.5229071,0.044342549,3,0,0,0,0.0,28,0.596,8,0.17,0,0,0,4,0.085,0,2,2551,1,sindemail1bc030ebcf8486efinishhtm,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
119789.txt,https://www.xamuel.com,21,www.xamuel.com,14,0,com,100.0,1.0,0.5229071,0.06080084,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,334,1628,1,xamuel,100.0,100.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,1,5,19,0,21,1
mw29483.txt,http://www.blog.eduelects.com,28,www.blog.eduelects.com,22,0,com,78.42755036,0.714285714,0.5229071,0.061902542,3,2,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,49,777,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
op491.txt,http://stellar-catkin-elm.glitch.me/nnufu0nonnline.htm?entity=4892463,69,stellar-catkin-elm.glitch.me,28,0,me,27.88596535,0.32,0.0036375,0.048390188,2,1,0,0,0.0,46,0.667,8,0.116,1,1,0,6,0.116,0,82,155,1,stellar-catkin-elmglitchnnufu0nonnlinehtm?entity=4892463,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
8088732.txt,https://name-sessrvices.yourtrap.com,36,name-sessrvices.yourtrap.com,28,0,com,46.64848698,0.458333333,0.5229071,0.062861003,3,1,0,0,0.0,25,0.694,0,0.0,0,0,0,3,0.083,1,13,73,1,name-sessrvicesyourtrap,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
529423.txt,https://www.briosedeacasa.ro,27,www.briosedeacasa.ro,20,0,ro,100.0,1.0,0.001523,0.067894066,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,349,1046,1,biosedeacasa,0.0,0.0,1,1,1,0,0,1,2,1,0,1,1,1,0,0,0,0,1,37,6,13,87,0,91,1
mw66211.txt,http://www.sssmar.welco.live,27,www.sssmar.welco.live,21,0,live,48.75048058,0.583333333,0.0003718,0.057698401,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,8,41,1,sssmarwelco,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160089.txt,https://www.fscheetahs.co.za,27,www.fscheetahs.co.za,20,0,za,100.0,0.846153846,0.0018398,0.057097455,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1150,5777,1,fscheetahsco,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,93,2,6,53,2,64,1
85631.txt,https://www.listchallenges.com,29,www.listchallenges.com,22,0,com,100.0,1.0,0.5229071,0.061030737,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2846,1261,1,listchallenges,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,128,0,3,162,0,9,1
146703.txt,https://www.grainscanada.gc.ca,29,www.grainscanada.gc.ca,22,0,ca,100.0,0.866666667,0.0101825,0.061822897,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,182,354,1,grainsanadag,0.0,0.0,1,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,8,3,10,9,0,0,1
525543.txt,https://www.isvbscriptdead.com,29,www.isvbscriptdead.com,22,0,com,100.0,1.0,0.5229071,0.055813865,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,238,2696,1,isvbscriptdead,100.0,100.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,14,11,0,32,1
mw159747.txt,http://www.hddrc.net,20,www.hddrc.net,13,0,net,79.25925926,1.0,0.0384199,0.052653819,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,9,72,1,hddrc,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
oph14753.txt,https://meta.community-case-social-media-53912312.buzz/2fac.php,63,meta.community-case-social-media-53912312.buzz,46,0,buzz,26.0755608,0.43902439,3.43e-05,0.046255581,4,1,0,0,0.0,38,0.603,9,0.143,0,0,0,8,0.127,1,313,279,1,metacommunity-case-social-media-539123122facphp,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,6,0,0,2,0
130603.txt,https://www.harrietharman.org,28,www.harrietharman.org,21,0,org,100.0,1.0,0.0799628,0.064679427,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,881,1447,1,harrietharman,100.0,100.0,1,0,1,1,0,1,0,3,0,0,1,1,0,0,1,0,0,18,1,8,76,0,21,1
719616.txt,https://www.architecturecourses.org,34,www.architecturecourses.org,27,0,org,100.0,1.0,0.0799628,0.066380351,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,451,1034,1,architecturecourses,100.0,100.0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,11,3,21,76,0,19,1
649251.txt,https://www.fabricenatario.com,29,www.fabricenatario.com,22,0,com,100.0,1.0,0.5229071,0.067841385,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1463,11741,1,fabricenatario,100.0,100.0,0,1,1,0,0,0,0,2,0,1,1,1,0,1,0,0,1,65,11,19,86,8,91,1
93812.txt,https://www.artsyfartsymama.com,30,www.artsyfartsymama.com,23,0,com,100.0,1.0,0.5229071,0.059539584,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,3341,26143,1,artsyfartsymama,100.0,100.0,1,0,0,0,0,0,0,14,1,1,1,1,0,0,0,0,1,26,8,14,226,0,257,1
624032.txt,https://www.greensboroncflorist.com,34,www.greensboroncflorist.com,27,0,com,100.0,1.0,0.5229071,0.065427417,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,2056,10314,1,greensboroncflorist,100.0,100.0,0,0,1,0,0,1,2,6,1,1,1,1,0,0,1,0,1,84,36,12,93,2,137,1
8005665.txt,http://att-108969-108657.weeblysite.com/,39,att-108969-108657.weeblysite.com,32,0,com,36.61221591,0.607142857,0.5229071,0.034814588,3,1,0,0,0.0,16,0.41,12,0.308,0,0,0,4,0.103,0,13,119,1,att-108969-108657weeblysite,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
568062.txt,https://www.teamtibco.com,24,www.teamtibco.com,17,0,com,100.0,1.0,0.5229071,0.070853853,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,223,1724,1,teamtib,77.77777778,77.77777778,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,3,13,19,1,23,1
mw201729.txt,http://www.techotechsolution.com,31,www.techotechsolution.com,25,0,com,75.94310451,1.0,0.5229071,0.066902283,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,2,41,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157075.txt,https://www.smartsites.com,25,www.smartsites.com,18,0,com,100.0,1.0,0.5229071,0.067527761,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2160,8000,1,smartsites,100.0,100.0,0,0,0,0,0,0,0,14,0,1,1,1,0,0,1,0,1,474,3,7,93,0,97,1
387801.txt,https://www.tamko.com,20,www.tamko.com,13,0,com,100.0,1.0,0.5229071,0.070267062,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1079,1915,1,tamko,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,50,1,14,164,0,21,1
7998926.txt,https://sbcglobalverifypagenow.boxmode.io/,41,sbcglobalverifypagenow.boxmode.io,33,0,io,35.90706871,0.766666667,0.0129268,0.05482419,2,1,0,0,0.0,31,0.756,0,0.0,0,0,0,2,0.049,1,53,197,1,sbcglobalverifypagenowboxmode,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,24,0
8117786.txt,https://peerlessbuilt.com/,26,peerlessbuilt.com,17,0,com,73.03443795,1.0,0.5229071,0.060162886,3,0,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,2,34,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph03072.txt,https://newplanet.biz/stcu,26,newplanet.biz,13,0,biz,57.69980507,1.0,0.0017975,0.050992577,3,0,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,2,35,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8087445.txt,https://kuciys-lgin.godaddysites.com/,37,kuciys-lgin.godaddysites.com,28,0,com,70.3026038,0.541666667,0.5229071,0.052692472,3,1,0,0,0.0,25,0.676,0,0.0,0,0,0,4,0.108,1,30,115,1,kuciys-lgingodaddysites,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0
648086.txt,https://www.donutsonbed.com,26,www.donutsonbed.com,19,0,com,100.0,1.0,0.5229071,0.062331,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1145,1829,1,donutsonbed,100.0,100.0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,25,15,24,154,2,165,1
472008.txt,https://www.cmgsite.com,22,www.cmgsite.com,15,0,com,100.0,1.0,0.5229071,0.066833068,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,434,2040,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,13,5,11,42,0,31,1
mw72891.txt,http://www.wpmaintenanceteam.com,31,www.wpmaintenanceteam.com,25,0,com,81.69449598,1.0,0.5229071,0.066663906,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,11,85,1,wpmaintenanceteam,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw141179.txt,http://www.pg.vghyo.com,22,www.pg.vghyo.com,16,0,com,57.7991453,0.75,0.5229071,0.045264917,3,2,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,2,32,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754672.txt,https://www.ewura.go.tz,22,www.ewura.go.tz,15,0,tz,100.0,0.75,7.47e-05,0.057700444,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,983,8047,1,ewurago,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,21,8,22,208,1,217,1
8040689.txt,https://agr2a.vantechddns.com/ag2,32,agr2a.vantechddns.com,21,0,com,48.29538462,0.764705882,0.5229071,0.055570528,3,1,0,0,0.0,20,0.625,1,0.031,0,0,0,3,0.094,1,11,84,1,agr2avantechddnsag,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
591656.txt,https://www.sandytalarmo.fi,26,www.sandytalarmo.fi,19,0,fi,100.0,1.0,0.0027596,0.056950796,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,522,1350,1,sandytalarmo,100.0,100.0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,1,2,13,10,14,2,2,1
8117326.txt,https://agatac-ug3kdw45aa-uc.a.run.app/,39,agatac-ug3kdw45aa-uc.a.run.app,30,0,app,30.609319,0.346153846,0.001502,0.04611727,3,2,0,0,0.0,22,0.564,3,0.077,0,0,0,6,0.154,1,23,221,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8080738.txt,https://isp-18-29-179.main.jp/dleo5m5,37,isp-18-29-179.main.jp,21,0,jp,34.5144669,0.444444444,0.0230451,0.033751983,2,1,0,0,0.0,14,0.378,9,0.243,0,0,0,6,0.162,1,15,155,1,isp-18-29-179maindleo5m5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504444.txt,https://www.avsim.su,19,www.avsim.su,12,0,su,100.0,1.0,0.000402,0.054778682,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,795,1820,1,avim,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30,7,16,145,0,13,1
99181.txt,https://www.sanquin.nl,21,www.sanquin.nl,14,0,nl,100.0,1.0,0.0082003,0.050812568,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,627,7456,1,saqui,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,8,1,1,114,0,15,1
819128.txt,https://www.forvik.com,21,www.forvik.com,14,0,com,100.0,1.0,0.5229071,0.055578536,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,286,1410,1,forvik,100.0,100.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,3,10,39,0,2,1
151187.txt,https://www.intellectualconservative.com,39,www.intellectualconservative.com,32,0,com,100.0,1.0,0.5229071,0.063514612,3,1,0,0,0.0,26,0.667,0,0.0,0,0,0,1,0.026,1,1275,2591,1,intellectualnservative,0.0,0.0,0,1,1,0,0,1,0,4,0,1,0,1,0,0,1,0,1,11,1,27,24,0,19,1
mw183473.txt,http://www.longvoyages.com,26,www.longvoyages.com,19,0,com,79.22222222,1.0,0.5229071,0.060701581,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,31,1062,1,longvoyages,100.0,100.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0
587457.txt,https://www.double-dutch.nl,26,www.double-dutch.nl,19,0,nl,100.0,0.583333333,0.0082003,0.049243305,2,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,183,876,1,double-dutch,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,8,24,0,2,1
8081823.txt,https://rarible-center.weebly.com,33,rarible-center.weebly.com,25,0,com,48.14814815,0.380952381,0.5229071,0.061682209,3,1,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,1,129,368,1,rarible-centerweebly,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
mw77401.txt,http://www.dmsbrand.com,22,www.dmsbrand.com,16,0,com,74.67948718,1.0,0.5229071,0.057683956,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,2,2826,1,dmsbrand,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
580389.txt,https://www.vwander.com,22,www.vwander.com,15,0,com,100.0,1.0,0.5229071,0.057544519,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2082,10237,1,vwander,100.0,100.0,0,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,0,24,20,33,81,0,91,1
556631.txt,https://www.nvd.uscourts.gov,27,www.nvd.uscourts.gov,20,0,gov,100.0,0.75,0.0033282,0.05358543,3,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,610,8047,1,nvduscourts,0.0,0.0,0,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,13,21,13,110,0,126,1
mw30004.txt,http://www.f0590622.xsph.ru,26,www.f0590622.xsph.ru,20,0,ru,60.84558824,0.923076923,0.0180132,0.014968323,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0590622xsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899404.txt,https://www.cquestions.com,25,www.cquestions.com,18,0,com,100.0,1.0,0.5229071,0.063372461,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1309,12118,1,cquestions,100.0,100.0,1,0,0,0,0,0,5,17,0,0,1,1,0,1,0,0,1,10,5,11,87,0,98,1
599944.txt,https://www.brownpaperbunny.com,30,www.brownpaperbunny.com,23,0,com,100.0,1.0,0.5229071,0.05278953,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,48513,16481,1,brownpaperbunny,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,44,4,15,470,0,24,1
